Process	PID	Thread	TID	State	Wall duration (ms)	Avg Wall duration (ms)	Occurrences
org.mozilla.firefox:tab0	12875	MediaSupervisor	13074	Sleeping	30886.33972	5.614677	5501
org.mozilla.firefox	9901	StreamTrans #11	13121	Sleeping	30416.68882	82.654045	368
org.mozilla.firefox:tab0	12875	Binder:12875_5	13123	Sleeping	30356.66727	41.527588	731
media.codec	672	HwBinder:672_C	14698	Sleeping	30321.82678	12.724224	2383
kthreadd	2	bat_update_thre	203	Uninterruptible Sleep	30004.18515	7501.046288	4
kthreadd	2	dlpt_notify_thr	60	Sleeping	29999.966	7499.9915	4
kthreadd	2	bat_percent_not	59	Sleeping	29999.96515	7499.991288	4
kthreadd	2	bat_routine_thr	202	Uninterruptible Sleep	29969.67623	201.138766	149
org.mozilla.firefox:media	13077	Binder:13077_3	13096	Sleeping	29965.59347	9.009498	3326
org.mozilla.firefox:media	13077	Binder:13077_2	13095	Sleeping	29773.31921	396.977589	75
org.mozilla.firefox	9901	Thread-23	9984	Sleeping	29638.22027	13.243172	2238
org.mozilla.firefox:media	13077	CodecLooper	13100	Sleeping	29378.7956	2.604272	11281
kthreadd	2	tx_thread	1418	Sleeping	29350.28189	9.404127	3121
org.mozilla.firefox	9901	Gecko	9931	Sleeping	28651.89958	4.848037	5910
org.mozilla.firefox:tab0	12875	JS Helper	12924	Sleeping	28478.17247	1095.314325	26
org.mozilla.firefox:tab0	12875	Thread-6	13122	Sleeping	28477.15292	6.619514	4302
org.mozilla.firefox:tab0	12875	Binder:12875_6	13126	Sleeping	28429.85607	82.885877	343
org.mozilla.firefox:tab0	12875	StreamTrans #2	13058	Sleeping	28359.24769	859.371142	33
org.mozilla.firefox:tab0	12875	JS Helper	12923	Sleeping	28266.40306	1046.903817	27
org.mozilla.firefox	9901	Thread-25	10071	Sleeping	27059.39687	11.167724	2423
org.mozilla.firefox:media	13077	FinalizerWatchd	13093	Sleeping	26936.42177	6734.105442	4
org.mozilla.firefox:media	13077	FinalizerDaemon	13092	Sleeping	26935.75631	6733.939077	4
org.mozilla.firefox:media	13077	ReferenceQueueD	13091	Sleeping	26934.57608	6733.644019	4
